Clave,Nombre,"Población de 6 y más años por condición para leer y escribir, y sexo",Población de 5 y más años por condición de asistencia escolar y sexo,Población de 5 y más años por nivel de escolaridad y sexo,Población de 18 y más años con nivel profesional,Población de 18 y más años con posgrado,Grado promedio de escolaridad de la población de 15 y más años,Población de 5 y más años por condición de habla indígena,"Población de 6 y más años por condición para leer y escribir, y sexo",Población de 5 y más años por condición de asistencia escolar y sexo,Población de 5 y más años por nivel de escolaridad y sexo,Población de 18 y más años con nivel profesional,Población de 18 y más años con posgrado,Grado promedio de escolaridad de la población de 15 y más años,Población de 5 y más años por condición de habla indígena
8036,Jiménez,34955,35816,35816,2543,99,8,35816,36322,37140,37140,3231,154,8.5,37140
8037,Juárez,1057399,1085264,1085264,96228,4985,8.6,1085264,1104537,1132347,1132347,108895,8788,9,1132347
8038,Julimes,4031,4108,4108,106,4,6.1,4108,4434,4525,4525,134,18,6.8,4525
8039,López,3442,3512,3512,162,5,7.1,3512,3625,3689,3689,239,12,7.7,3689
8040,Madera,27451,28204,28204,676,40,6.4,28204,25752,26375,26375,764,94,6.9,26375
8041,Maguarichi,1810,1863,1863,25,3,4.7,1863,1654,1687,1687,13,1,5,1687
8042,Manuel Benavides,1425,1453,1453,13,2,5.3,1453,1445,1475,1475,14,1,5.7,1475
8043,Matachí,2836,2881,2881,82,1,6.2,2881,2803,2854,2854,75,7,6.7,2854
8044,Matamoros,3857,3933,3933,112,0,6.8,3933,4011,4097,4097,163,5,7.4,4097
8045,Meoqui,35611,36499,36499,1777,106,7.3,36499,38687,39552,39552,2243,265,7.8,39552
8046,Morelos,6061,6250,6250,50,1,4.6,6250,7178,7381,7381,121,7,5.1,7381
8047,Moris,4476,4588,4588,63,4,5.1,4588,4570,4694,4694,66,4,5.5,4694
8048,Namiquipa,18130,18516,18516,386,20,6.3,18516,20379,20806,20806,468,52,6.8,20806
8049,Nonoava,2476,2535,2535,44,1,5,2535,2522,2578,2578,51,3,5.6,2578
8050,Nuevo Casas Grandes,45604,46714,46714,3465,132,8.2,46714,52084,53346,53346,5633,312,8.8,53346
8051,Ocampo,5517,5655,5655,88,1,5.3,5655,6488,6644,6644,72,12,6.1,6644
8052,Ojinaga,18137,18517,18517,681,37,7.3,18517,22622,23173,23173,1030,114,7.9,23173
8053,Praxedis G. Guerrero,7234,7403,7403,142,15,6.1,7403,4191,4302,4302,86,11,6.6,4302
8054,Riva Palacio,6666,6855,6855,47,3,6.3,6855,6891,7065,7065,65,7,6.2,7065
8055,Rosales,13831,14198,14198,454,20,6.8,14198,14930,15254,15254,560,76,7.4,15254
8056,Rosario,1864,1907,1907,16,3,5.1,1907,2044,2082,2082,26,2,5.5,2082
8057,San Francisco de Borja,2034,2066,2066,50,7,5.6,2066,2091,2126,2126,64,4,6.1,2126
8058,San Francisco de Conchos,2428,2462,2462,81,3,7,2462,2678,2726,2726,81,6,7.4,2726
8059,San Francisco del Oro,4323,4407,4407,291,22,7.8,4407,4204,4276,4276,382,13,8.4,4276
8060,Santa Bárbara,8954,9139,9139,626,30,8.1,9139,9284,9442,9442,723,41,8.5,9442
8061,Satevó,3540,3605,3605,31,2,5.4,3605,3346,3388,3388,61,11,6.2,3388
8062,Saucillo,25053,25605,25605,1333,65,7.4,25605,28685,29284,29284,1671,147,7.9,29284
8063,Temósachic,5638,5738,5738,111,0,5.3,5738,5525,5618,5618,108,8,5.8,5618
8064,El Tule,1620,1659,1659,24,1,4.9,1659,1704,1737,1737,22,1,5.6,1737
8065,Urique,16383,16944,16944,222,10,4,16944,17460,18005,18005,381,26,4.9,18005
8066,Uruachi,6904,7072,7072,78,7,4.4,7072,7188,7365,7365,95,8,5.1,7365
8067,Valle de Zaragoza,3915,3991,3991,77,9,5.8,3991,4520,4607,4607,83,11,6.3,4607
8996,No especificado,,,,,,,,,,,,,,
8997,Otros estados,,,,,,,,,,,,,,
8998,Otros municipios,,,,,,,,,,,,,,
9002,Azcapotzalco,379190,385176,385176,71157,4359,10.4,385176,374168,379605,379605,78562,6197,10.8,379605
9003,Coyoacán,557685,565961,565961,144010,16803,11.3,565961,555279,562969,562969,150523,22013,11.7,562969
9004,Cuajimalpa de Morelos,149087,152365,152365,23393,2936,9.9,152365,163382,166522,166522,28072,4812,10.2,166522
9005,Gustavo A. Madero,1060754,1079386,1079386,163710,9286,9.9,1079386,1072114,1089359,1089359,184008,13673,10.2,1089359
9006,Iztacalco,350046,355855,355855,56818,3255,10.1,355855,346118,351364,351364,64371,4272,10.5,351364
9007,Iztapalapa,1597657,1630204,1630204,177629,8557,9.3,1630204,1617859,1648585,1648585,200081,11196,9.6,1648585
9008,La Magdalena Contreras,202742,206775,206775,28930,3113,9.7,206775,215208,219043,219043,32233,4536,9.9,219043
9009,Milpa Alta,100810,103119,103119,7318,257,8.7,103119,115206,117786,117786,10109,435,9.1,117786
9010,Álvaro Obregón,625423,636831,636831,101936,11286,10,636831,655006,665947,665947,116938,15563,10.4,665947
9011,Tláhuac,299157,305921,305921,29807,1175,9.3,305921,320014,326513,326513,36426,1676,9.7,326513
9012,Tlalpan,528887,538770,538770,101316,12012,10.4,538770,577362,587182,587182,116824,17230,10.7,587182
9013,Xochimilco,350018,357017,357017,50041,3975,9.8,357017,371043,377887,377887,59606,5385,10.2,377887
9014,Benito Juárez,313060,316577,316577,117641,16359,12.9,316577,338278,341639,341639,140097,27370,13.5,341639
9015,Cuauhtémoc,448439,455090,455090,94471,9328,10.8,455090,475726,482505,482505,115485,16202,11.3,482505
9016,Miguel Hidalgo,304240,308687,308687,77771,8757,11.3,308687,323912,328198,328198,95266,15948,11.9,328198
9017,Venustiano Carranza,390812,397233,397233,61694,3161,10.1,397233,383903,389705,389705,69997,4762,10.5,389705
9996,No especificado,,,,,,,,,,,,,,
9997,Otros estados,,,,,,,,,,,,,,
10001,Canatlán,25831,26407,26407,1441,78,7.4,26407,27916,28497,28497,1953,156,8,28497
10002,Canelas,3458,3557,3557,37,8,4.8,3557,3518,3624,3624,46,0,5.3,3624
10003,Coneto de Comonfort,3669,3778,3778,38,5,5.9,3778,3923,4028,4028,38,2,6.5,4028
10004,Cuencamé,27522,28226,28226,707,31,6.7,28226,29448,30111,30111,962,50,7.4,30111
10005,Durango,448662,459563,459563,56454,4109,9.1,459563,498150,509077,509077,72612,7048,9.7,509077
10006,General Simón Bolívar,8327,8522,8522,73,1,5.6,8522,9272,9498,9498,79,8,6.1,9498
10007,Gómez Palacio,261482,268344,268344,25987,1120,8.7,268344,285833,292349,292349,30255,2009,9.2,292349
10008,Guadalupe Victoria,28061,28757,28757,1186,33,7.3,28757,30112,30782,30782,1786,91,7.8,30782
10009,Guanaceví,8927,9174,9174,103,9,4.9,9174,8953,9159,9159,113,16,5.7,9159
10010,Hidalgo,3815,3887,3887,98,5,6.5,3887,3807,3874,3874,111,8,7.1,3874
10011,Indé,4369,4437,4437,51,2,5.8,4437,4738,4819,4819,99,4,6.5,4819
10012,Lerdo,111089,114118,114118,10353,455,8.4,114118,121229,124029,124029,13089,929,8.9,124029
10013,Mapimí,19540,20091,20091,525,17,6.4,20091,21600,22148,22148,578,35,6.9,22148
10014,Mezquital,24180,25077,25077,272,15,4.2,25077,26919,27921,27921,412,41,4.9,27921
10015,Nazas,10652,10909,10909,353,9,6.6,10909,10954,11177,11177,436,26,7.2,11177
10016,Nombre de Dios,15106,15465,15465,540,33,6.6,15465,16268,16632,16632,775,67,7.3,16632
10017,Ocampo,8277,8435,8435,311,28,6.9,8435,8665,8824,8824,392,37,7.5,8824
10018,El Oro,9338,9535,9535,439,26,6.8,9535,10220,10405,10405,647,92,7.6,10405
10019,Otáez,3839,3956,3956,39,1,5,3956,4435,4557,4557,37,2,5.8,4557
10020,Pánuco de Coronado,10504,10759,10759,405,21,6.7,10759,10590,10803,10803,587,26,7.5,10803
10021,Peñón Blanco,8677,8912,8912,291,12,6.7,8912,9184,9399,9399,390,23,7.3,9399
10022,Poanas,20568,21048,21048,757,22,6.7,21048,21864,22331,22331,1026,34,7.3,22331
10023,Pueblo Nuevo,39190,40582,40582,1066,53,6.7,40582,41735,42950,42950,1428,108,7.4,42950
10024,Rodeo,9902,10131,10131,399,20,7,10131,11157,11426,11426,501,31,7.5,11426
10025,San Bernardo,3331,3402,3402,78,10,5.7,3402,3132,3193,3193,77,9,6.1,3193
10026,San Dimas,16404,16936,16936,213,24,5.9,16936,16896,17368,17368,236,37,6.7,17368
10027,San Juan de Guadalupe,5099,5218,5218,36,0,5.5,5218,5239,5362,5362,52,2,6.1,5362
10028,San Juan del Río,9440,9662,9662,314,8,6.4,9662,10372,10582,10582,480,17,7.1,10582
10029,San Luis del Cordero,1772,1809,1809,23,4,5.9,1809,1933,1978,1978,43,3,6.6,1978
10030,San Pedro del Gallo,1344,1361,1361,6,0,5.9,1361,1530,1557,1557,14,1,6.6,1557
10031,Santa Clara,5732,5854,5854,130,3,6.3,5854,6159,6270,6270,172,9,6.9,6270
10032,Santiago Papasquiaro,36089,37051,37051,1694,77,6.9,37051,38904,39823,39823,2425,174,7.5,39823
10033,Súchil,6101,6242,6242,211,6,6.4,6242,5932,6088,6088,282,23,6.9,6088
10034,Tamazula,21731,22432,22432,262,10,5.1,22432,22301,22952,22952,320,20,5.9,22952
10035,Tepehuanes,10140,10418,10418,218,7,5.5,10418,9432,9637,9637,250,25,6,9637
10036,Tlahualilo,17318,17755,17755,914,29,7.2,17755,19460,19864,19864,1270,78,7.8,19864
10037,Topia,6825,7020,7020,56,1,5.2,7020,7370,7567,7567,63,3,6,7567
10038,Vicente Guerrero,18068,18454,18454,886,43,7.5,18454,18656,19048,19048,1027,91,8,19048
10039,Nuevo Ideal,20818,21408,21408,548,26,6.6,21408,22541,23117,23117,720,68,6.9,23117
10996,No especificado,,,,,,,,,,,,,,
10997,Otros estados,,,,,,,,,,,,,,
10998,Otros municipios,,,,,,,,,,,,,,
11001,Abasolo,66550,68467,68467,1946,103,5.7,68467,73839,75585,75585,2840,180,6.3,75585
11002,Acámbaro,89133,91179,91179,4709,317,6.6,91179,96912,98917,98917,5958,556,7.2,98917
11003,San Miguel de Allende,117985,121563,121563,6305,552,6.5,121563,138897,142407,142407,9070,1015,7.2,142407
11004,Apaseo el Alto,49837,51282,51282,1267,126,5.9,51282,56239,57588,57588,1779,164,6.6,57588
11005,Apaseo el Grande,63338,65178,65178,1828,87,6.3,65178,73949,75805,75805,2845,186,7.1,75805
11006,Atarjea,4373,4490,4490,77,10,5.4,4490,4906,5011,5011,125,6,5.7,5011
11007,Celaya,356990,365951,365951,37418,2828,8.6,365951,408927,418059,418059,46563,4966,9,418059
11008,Manuel Doblado,29751,30579,30579,559,37,5.2,30579,32503,33248,33248,668,116,5.8,33248
11009,Comonfort,59509,61431,61431,1998,98,6.2,61431,67665,69445,69445,2773,208,6.8,69445
11010,Coroneo,9567,9786,9786,217,10,5.6,9786,10145,10416,10416,325,28,6.4,10416
11011,Cortazar,72393,74248,74248,3154,191,7,74248,78282,79931,79931,4443,337,7.6,79931
11012,Cuerámaro,20724,21294,21294,590,69,3.8,21294,23939,24544,24544,1055,79,6.6,24544
11013,Doctor Mora,17969,18562,18562,498,17,5.5,18562,20105,20665,20665,607,46,6.3,20665
11014,Dolores Hidalgo Cuna de la Independencia Nacional,113975,117573,117573,4054,328,6.1,117573,127333,130749,130749,5234,584,6.6,130749
11015,Guanajuato,131875,135020,135020,13815,1753,8.5,135020,149188,152419,152419,18568,3158,9.1,152419
11016,Huanímaro,16051,16472,16472,380,21,5.7,16472,17695,18130,18130,534,49,6.4,18130
11017,Irapuato,400738,411171,411171,32616,2477,7.9,411171,463962,474567,474567,44122,4720,8.5,474567
11018,Jaral del Progreso,27723,28446,28446,974,101,6.5,28446,32324,33022,33022,1404,184,7.2,33022
11019,Jerécuaro,40347,41409,41409,746,34,4.9,41409,44610,45606,45606,970,57,5.7,45606
11020,León,1081081,1110347,1110347,89413,7326,8,1110347,1256702,1286359,1286359,120778,13811,8.5,1286359
11021,Moroleón,40596,41468,41468,2882,186,7.1,41468,43971,44793,44793,3870,307,7.6,44793
11022,Ocampo,17482,18052,18052,212,9,5,18052,19632,20174,20174,260,50,5.8,20174
11023,Pénjamo,120360,123468,123468,3826,224,5.7,123468,132018,134952,134952,5368,489,6.5,134952
11024,Pueblo Nuevo,8608,8826,8826,252,7,5.7,8826,9879,10078,10078,302,24,6.3,10078
11025,Purísima del Rincón,46982,48393,48393,896,58,5.9,48393,59060,60715,60715,1593,118,6.6,60715
11026,Romita,43219,44555,44555,1316,54,5.6,44555,49331,50596,50596,1828,112,6.3,50596
11027,Salamanca,204334,209116,209116,14187,947,7.7,209116,231326,236091,236091,18843,1698,8.2,236091
11028,Salvatierra,81647,83472,83472,3632,315,6.2,83472,86441,88186,88186,4560,376,6.8,88186
11029,San Diego de la Unión,28992,29921,29921,384,25,5,29921,32209,33095,33095,493,39,5.7,33095
11030,San Felipe,81075,83721,83721,1337,83,5.4,83721,91972,94515,94515,1772,213,6.1,94515
11031,San Francisco del Rincón,87232,89827,89827,3969,269,6.6,89827,98269,100705,100705,5194,457,7,100705
11032,San José Iturbide,50200,51685,51685,1839,129,6.8,51685,62103,63844,63844,2723,261,7.5,63844
11033,San Luis de la Paz,85094,87951,87951,3546,273,6.1,87951,99423,102143,102143,5079,481,6.8,102143
11034,Santa Catarina,3868,3989,3989,79,8,5.2,3989,4426,4535,4535,140,9,6.1,4535
11035,Santa Cruz de Juventino Rosas,60279,62012,62012,2013,118,5.9,62012,68754,70419,70419,3077,210,6.6,70419
11036,Santiago Maravatío,5757,5862,5862,166,30,5.3,5862,6040,6138,6138,228,33,6.1,6138
11037,Silao de la Victoria,124608,128216,128216,5197,284,6.7,128216,149067,153107,153107,7071,641,7.3,153107
11038,Tarandacuao,9027,9234,9234,451,37,6.5,9234,10291,10534,10534,519,36,6.9,10534
11039,Tarimoro,29267,29977,29977,731,56,5.4,29977,31712,32297,32297,1164,114,6.2,32297
11040,Tierra Blanca,13630,14107,14107,286,13,5.5,14107,15662,16111,16111,424,32,6.3,16111
11041,Uriangato,46172,47207,47207,1735,82,6.3,47207,52476,53583,53583,2375,241,6.8,53583
11042,Valle de Santiago,111914,114703,114703,3908,330,6.1,114703,124323,127105,127105,4809,523,6.7,127105
11043,Victoria,16240,16766,16766,506,65,5.8,16766,17231,17674,17674,674,65,6.6,17674
11044,Villagrán,42671,43932,43932,1515,74,7.1,43932,48714,49858,49858,2310,124,7.7,49858
11045,Xichú,8936,9248,9248,132,6,4.7,9248,10003,10276,10276,189,10,5.3,10276
11046,Yuriria,55286,56638,56638,1882,141,5.5,56638,62381,63756,63756,2426,318,6.2,63756
11996,No especificado,,,,,,,,,,,,,,
11997,Otros estados,,,,,,,,,,,,,,
11998,Otros municipios,,,,,,,,,,,,,,
12001,Acapulco de Juárez,604982,619456,619456,71351,2381,8.6,619456,696006,710927,710927,88130,4486,8.9,710927
12002,Ahuacuotzingo,19145,19809,19809,93,8,3.2,19809,21172,21816,21816,114,3,3.9,21816
12003,Ajuchitlán del Progreso,32226,33167,33167,1145,12,5.2,33167,33229,34008,34008,1407,52,5.8,34008
12004,Alcozauca de Guerrero,13412,13906,13906,103,1,2.5,13906,15667,16190,16190,120,14,3.3,16190
12005,Alpoyeca,5016,5165,5165,98,0,5.5,5165,5767,5917,5917,166,6,5.9,5917
12006,Apaxtla,10625,10935,10935,536,7,5.6,10935,10695,10991,10991,583,31,6.5,10991
12007,Arcelia,27466,28180,28180,1938,74,6.6,28180,28397,29036,29036,2268,104,7.3,29036
12008,Atenango del Río,6691,6854,6854,139,5,4.6,6854,7355,7530,7530,165,9,5.2,7530
12009,Atlamajalcingo del Monte,4218,4411,4411,50,1,3.9,4411,4849,5005,5005,112,2,5.2,5005
12010,Atlixtac,18983,19641,19641,81,3,3.2,19641,21782,22523,22523,87,2,3.9,22523
12011,Atoyac de Álvarez,50817,52187,52187,2518,38,6.7,52187,54120,55330,55330,3052,132,7.2,55330
12012,Ayutla de los Libres,46095,47854,47854,1510,40,5.3,47854,53140,54831,54831,1914,144,6,54831
12013,Azoyú,11774,12112,12112,454,8,5.6,12112,12757,13036,13036,628,24,6.4,13036
12014,Benito Juárez,12929,13215,13215,1209,26,7.4,13215,13557,13853,13853,1181,42,7.8,13853
12015,Buenavista de Cuéllar,10598,10895,10895,364,15,6.4,10895,11368,11622,11622,459,33,7,11622
12016,Coahuayutla de José María Izazaga,11355,11718,11718,122,4,4,11718,11288,11589,11589,116,9,4.5,11589
12017,Cocula,12264,12583,12583,604,22,5.9,12583,12954,13226,13226,695,28,6.5,13226
12018,Copala,10284,10558,10558,438,16,5.9,10558,11974,12260,12260,644,34,6.7,12260
12019,Copalillo,11523,11922,11922,100,5,3.5,11922,12432,12792,12792,150,5,4,12792
12020,Copanatoyac,13948,14486,14486,91,3,3.2,14486,15636,16179,16179,126,6,3.9,16179
12021,Coyuca de Benítez,60083,61712,61712,2904,55,6.5,61712,64839,66313,66313,3577,165,7,66313
12022,Coyuca de Catalán,36485,37481,37481,1123,38,5.2,37481,34708,35471,35471,1303,57,5.7,35471
12023,Cuajinicuilapa,20083,20723,20723,609,38,5.3,20723,22291,22878,22878,917,41,5.9,22878
12024,Cualác,5770,5956,5956,102,14,4.6,5956,6003,6156,6156,149,5,5.5,6156
12025,Cuautepec,12386,12791,12791,343,6,5.5,12791,13122,13477,13477,375,12,6,13477
12026,Cuetzala del Progreso,7770,7952,7952,91,4,4.6,7952,8091,8278,8278,124,7,5.1,8278
12027,Cutzamala de Pinzón,18323,18778,18778,366,18,4.3,18778,19083,19473,19473,437,30,4.8,19473
12028,Chilapa de Álvarez,87607,90697,90697,3659,137,4.8,90697,102803,105782,105782,3935,242,5.2,105782
12029,Chilpancingo de los Bravo,181584,186141,186141,30061,1775,9.3,186141,210589,215491,215491,37389,3048,9.6,215491
12030,Florencio Villarreal,16078,16588,16588,657,36,5.9,16588,17460,17899,17899,953,35,6.9,17899
12031,General Canuto A. Neri,5570,5735,5735,118,6,4.9,5735,5549,5669,5669,121,4,5.6,5669
12032,General Heliodoro Castillo,28140,29317,29317,162,14,4.8,29317,30543,31506,31506,227,7,5.4,31506
12033,Huamuxtitlán,12019,12317,12317,459,17,5.7,12317,12566,12859,12859,517,33,6.2,12859
12034,Huitzuco de los Figueroa,30687,31427,31427,1286,54,5.7,31427,33195,33913,33913,1772,85,6.3,33913
12035,Iguala de la Independencia,111718,114419,114419,14282,672,8.7,114419,123509,126229,126229,17737,1077,9.1,126229
12036,Igualapa,8643,8920,8920,282,6,5.3,8920,9303,9609,9609,367,7,6.2,9609
12037,Ixcateopan de Cuauhtémoc,5387,5525,5525,193,5,5.9,5525,5897,6012,6012,260,10,6.4,6012
12038,Zihuatanejo de Azueta,90495,92762,92762,6480,218,8,92762,103755,106000,106000,8602,530,8.3,106000
12039,Juan R. Escudero,19865,20394,20394,819,9,6.1,20394,21536,22003,22003,1087,40,6.8,22003
12040,Leonardo Bravo,19495,20182,20182,322,8,5.4,20182,21306,21857,21857,513,14,5.9,21857
12041,Malinaltepec,21366,22215,22215,415,12,5.6,22215,24619,25555,25555,775,30,6.3,25555
12042,Mártir de Cuilapan,12904,13360,13360,295,3,4,13360,15102,15558,15558,377,5,4.4,15558
12043,Metlatónoc,13684,14326,14326,67,1,2.5,14326,15249,15907,15907,79,3,3.2,15907
12044,Mochitlán,9307,9529,9529,478,48,6,9529,10058,10293,10293,638,40,6.7,10293
12045,Olinalá,18887,19514,19514,299,2,5.4,19514,21270,21869,21869,397,15,5.1,21869
12046,Ometepec,46444,47904,47904,3084,85,6.4,47904,52561,54041,54041,4100,199,7,54041
12047,Pedro Ascencio Alquisiras,6032,6208,6208,39,2,4.1,6208,6054,6213,6213,23,1,4.6,6213
12048,Petatlán,37941,39034,39034,1141,60,6.2,39034,39191,40146,40146,1304,106,6.7,40146
12049,Pilcaya,9584,9825,9825,213,7,5.8,9825,10093,10335,10335,285,15,6.3,10335
12050,Pungarabato,31377,32237,32237,2866,85,7.7,32237,32175,32919,32919,3302,123,7.9,32919
12051,Quechultenango,27936,28935,28935,368,3,4.3,28935,29972,30733,30733,573,13,5,30733
12052,San Luis Acatlán,33492,34740,34740,1038,19,5.3,34740,36192,37374,37374,1091,31,5.9,37374
12053,San Marcos,38826,39927,39927,1151,37,5.5,39927,42413,43492,43492,1519,79,6.2,43492
12054,San Miguel Totolapan,22655,23440,23440,390,7,5,23440,23789,24488,24488,547,19,5.6,24488
12055,Taxco de Alarcón,86293,88467,88467,5117,214,7.3,88467,92131,94199,94199,6020,344,7.6,94199
12056,Tecoanapa,36228,37357,37357,1409,22,6.2,37357,38466,39511,39511,1581,69,6.7,39511
12057,Técpan de Galeana,50796,52092,52092,2321,47,6.3,52092,55117,56312,56312,3080,139,6.8,56312
12058,Teloloapan,45059,46209,46209,2798,102,6.2,46209,47077,48207,48207,3199,151,6.8,48207
12059,Tepecoacuilco de Trujano,25893,26457,26457,1152,28,5.5,26457,27258,27762,27762,1404,61,6.1,27762
12060,Tetipac,10976,11298,11298,120,7,5.2,11298,11454,11733,11733,136,5,5.7,11733
12061,Tixtla de Guerrero,32247,33118,33118,3930,169,7.5,33118,35153,35992,35992,4778,275,8.1,35992
12062,Tlacoachistlahuaca,14589,15187,15187,243,2,3.1,15187,17798,18393,18393,384,12,3.6,18393
12063,Tlacoapa,7204,7479,7479,89,7,5.1,7479,8277,8550,8550,140,9,5.7,8550
12064,Tlalchapa,10065,10263,10263,501,21,5.7,10263,10296,10493,10493,578,46,6.2,10493
12065,Tlalixtaquilla de Maldonado,5622,5798,5798,78,3,4.4,5798,6091,6255,6255,102,4,4.8,6255
12066,Tlapa de Comonfort,55208,56948,56948,3218,136,6.2,56948,68880,70913,70913,4486,267,6.7,70913
12067,Tlapehuala,18404,18853,18853,1398,24,6.7,18853,19138,19586,19586,1779,33,7.2,19586
12068,La Unión de Isidoro Montes de Oca,21968,22533,22533,509,14,5.5,22533,22463,22991,22991,633,35,6,22991
12069,Xalpatláhuac,10525,10886,10886,51,0,3.2,10886,10370,10677,10677,50,5,3.7,10677
12070,Xochihuehuetlán,6109,6280,6280,62,10,4,6280,6187,6342,6342,99,5,4.6,6342
12071,Xochistlahuaca,20951,21575,21575,273,11,3.1,21575,24049,24801,24801,498,9,3.8,24801
12072,Zapotitlán Tablas,7763,8048,8048,77,1,4.2,8048,8654,8952,8952,98,5,5.1,8952
12073,Zirándaro,17300,17839,17839,192,6,4.1,17839,15280,15628,15628,203,15,4.6,15628
12074,Zitlala,16427,16970,16970,149,2,3.8,16970,19203,19759,19759,279,6,4.5,19759
12075,Eduardo Neri,34895,35860,35860,2231,80,6.5,35860,40173,41123,41123,2576,110,6.9,41123
12076,Acatepec,22406,23443,23443,106,4,4.1,23443,26549,27604,27604,184,6,5.1,27604
12077,Marquelia,10171,10445,10445,540,8,6.4,10445,11089,11385,11385,696,20,7.1,11385
12078,Cochoapa el Grande,12094,12645,12645,14,2,1.4,12645,14778,15491,15491,26,2,2,15491
12079,José Joaquín de Herrera,11544,11985,11985,31,2,2.8,11985,12926,13391,13391,63,2,3.5,13391
12080,Juchitán,5436,5574,5574,182,2,4.9,5574,6241,6410,6410,221,10,5.5,6410
12081,Iliatenco,7249,7487,7487,172,2,6.1,7487,8940,9232,9232,362,14,6.8,9232
12996,No especificado,,,,,,,,,,,,,,
12997,Otros estados,,,,,,,,,,,,,,
12998,Otros municipios,,,,,,,,,,,,,,
13001,Acatlán,15484,15890,15890,268,10,5.4,15890,17349,17811,17811,472,10,6,17811
13002,Acaxochitlán,29302,30231,30231,324,8,4.9,30231,34234,35306,35306,474,20,5.4,35306
13003,Actopan,42766,43724,43724,3963,123,8.3,43724,47935,48973,48973,5358,266,8.9,48973
13004,Agua Blanca de Iturbide,7244,7454,7454,145,3,5.4,7454,7837,8037,8037,243,7,6.2,8037
13005,Ajacuba,14201,14545,14545,431,9,6.7,14545,15088,15404,15404,636,29,7.4,15404
13006,Alfajayucan,14908,15216,15216,341,9,5.9,15216,16761,17123,17123,548,11,6.8,17123
13007,Almoloya,9303,9512,9512,182,2,6.4,9512,9923,10168,10168,340,6,7.3,10168
13008,Apan,34156,34968,34968,2213,46,7.8,34968,37511,38304,38304,2766,140,8.3,38304
13009,El Arenal,12995,13325,13325,388,9,7,13325,15141,15485,15485,602,33,7.8,15485
13010,Atitalaquia,21330,21777,21777,1737,43,8.4,21777,23912,24394,24394,2474,124,9,24394
13011,Atlapexco,16465,16851,16851,595,20,5.7,16851,17183,17593,17593,745,17,6.3,17593
13012,Atotonilco el Grande,20905,21423,21423,678,26,6.2,21423,23750,24266,24266,1003,54,6.9,24266
13013,Atotonilco de Tula,22827,23385,23385,1398,32,8.1,23385,27331,27943,27943,2112,101,8.7,27943
13014,Calnali,13890,14223,14223,323,9,5,14223,14988,15365,15365,410,23,5.8,15365
13015,Cardonal,14047,14365,14365,550,9,6.4,14365,16287,16653,16653,865,30,7.2,16653
13016,Cuautepec de Hinojosa,39366,40350,40350,1080,26,6.3,40350,47422,48539,48539,1820,71,6.9,48539
13017,Chapantongo,10113,10325,10325,219,4,6,10325,10940,11148,11148,350,8,6.6,11148
13018,Chapulhuacán,17776,18298,18298,408,26,5.3,18298,19448,19952,19952,531,32,6,19952
13019,Chilcuautla,12975,13300,13300,490,8,6.7,13300,15373,15742,15742,742,16,7.4,15742
13020,Eloxochitlán,2138,2181,2181,20,0,5.1,2181,2522,2571,2571,42,1,6,2571
13021,Emiliano Zapata,10752,10991,10991,560,9,7.9,10991,11795,12056,12056,708,30,8.4,12056
13022,Epazoyucan,10127,10347,10347,388,14,7.4,10347,12165,12457,12457,725,39,8,12457
13023,Francisco I. Madero,26054,26639,26639,2866,123,8.3,26639,30009,30658,30658,4081,164,9,30658
13024,Huasca de Ocampo,13187,13524,13524,251,11,5.9,13524,14892,15305,15305,448,26,6.7,15305
13025,Huautla,20061,20518,20518,829,17,6,20518,20251,20672,20672,968,22,6.5,20672
13026,Huazalingo,10055,10390,10390,135,0,5.3,10390,11062,11366,11366,250,4,6,11366
13027,Huehuetla,19806,20408,20408,441,6,4.5,20408,20780,21253,21253,612,5,5.1,21253
13028,Huejutla de Reyes,99365,102004,102004,7277,211,6.6,102004,107118,109815,109815,9178,362,7.3,109815
13029,Huichapan,34770,35597,35597,1376,44,6.8,35597,39193,40033,40033,2060,67,7.5,40033
13030,Ixmiquilpan,64125,65630,65630,4918,192,7.6,65630,75407,77029,77029,6523,406,8.2,77029
13031,Jacala de Ledezma,10767,10971,10971,321,18,5.7,10971,11430,11640,11640,446,23,6.4,11640
13032,Jaltocán,9021,9257,9257,349,13,5.3,9257,9646,9886,9886,442,11,6,9886
13033,Juárez Hidalgo,2449,2499,2499,49,1,5.2,2499,2827,2898,2898,67,2,6,2898
13034,Lolotla,8360,8563,8563,227,8,6,8563,8606,8817,8817,241,14,6.4,8817
13035,Metepec,7989,8182,8182,191,1,6.3,8182,9814,10041,10041,316,10,6.8,10041
13036,San Agustín Metzquititlán,7541,7710,7710,193,2,6.3,7710,8349,8538,8538,280,6,7.2,8538
13037,Metztitlán,17504,17872,17872,359,10,5.5,17872,19327,19725,19725,545,40,6.3,19725
13038,Mineral del Chico,5797,5946,5946,129,1,6,5946,6928,7114,7114,217,10,6.7,7114
13039,Mineral del Monte,10553,10755,10755,812,28,8.4,10755,12325,12598,12598,1029,62,8.8,12598
13040,La Misión,8912,9105,9105,53,4,4.1,9105,9238,9432,9432,74,1,4.8,9432
13041,Mixquiahuala de Juárez,33155,33855,33855,2748,66,8.1,33855,37796,38640,38640,3517,151,8.6,38640
