Clave,Nombre,Total delitos,Daño en las cosas,Delitos sexuales,Homicidio,Lesiones,Robo,Otros delitos,Total delitos,Daño en las cosas,Delitos sexuales,Homicidio,Lesiones,Robo,Otros delitos,Total delitos,Daño en las cosas,Delitos sexuales,Homicidio,Lesiones,Robo,Otros delitos,Total delitos,Daño en las cosas,Delitos sexuales,Homicidio,Lesiones,Robo,Otros delitos,Total delitos,Daño en las cosas,Delitos sexuales,Homicidio,Lesiones,Robo,Otros delitos,Total delitos,Daño en las cosas,Delitos sexuales,Homicidio,Lesiones,Robo,Otros delitos
7020,La Concordia,126,8,12,18,21,15,52,143,7,13,14,11,18,80,150,9,16,12,8,22,83,121,9,12,8,16,19,57,74,2,7,10,10,4,41,92,4,7,11,9,18,43
7021,Copainalá,138,4,3,9,16,17,89,101,12,6,3,15,4,61,113,14,1,6,21,11,60,105,6,14,2,9,11,63,85,4,5,3,13,12,48,69,9,5,5,11,3,36
7022,Chalchihuitán,27,0,2,1,9,5,10,10,1,0,2,3,1,3,18,2,4,3,3,1,5,28,1,2,3,11,2,9,21,0,4,4,4,1,8,19,3,1,6,4,0,5
7023,Chamula,34,3,5,5,8,4,9,27,2,1,8,5,3,8,45,4,2,6,7,7,19,44,1,8,8,7,3,17,63,4,10,10,6,9,24,52,6,2,6,11,8,19
7024,Chanal,1,0,0,0,1,0,0,7,1,1,3,0,0,2,2,0,0,1,1,0,0,23,1,2,2,3,4,11,39,4,1,0,8,8,18,19,3,0,1,4,3,8
7025,Chapultenango,25,2,2,2,7,3,9,22,1,1,1,3,6,10,51,6,1,4,11,9,20,35,1,3,3,12,4,12,13,0,1,0,4,1,7,11,2,4,0,0,1,4
7026,Chenalhó,13,0,2,0,2,2,7,19,0,4,3,4,0,8,29,2,3,7,2,3,12,26,4,2,3,3,2,12,28,0,6,0,3,5,14,30,0,2,7,6,3,12
7027,Chiapa de Corzo,1181,162,43,67,214,254,441,1240,146,54,60,191,203,586,1159,165,44,72,165,214,499,790,71,32,37,110,183,357,422,32,22,23,62,75,208,609,56,29,41,70,133,280
7028,Chiapilla,6,0,0,1,0,0,5,4,0,0,0,0,0,4,3,1,0,2,0,0,0,5,1,0,1,1,1,1,2,0,1,1,0,0,0,11,0,2,0,0,1,8
7029,Chicoasén,3,0,0,1,1,1,0,4,1,0,0,1,0,2,16,0,0,0,2,3,11,17,2,2,0,4,3,6,15,8,0,0,0,3,4,10,2,0,0,2,0,6
7030,Chicomuselo,30,2,3,3,2,3,17,34,2,0,5,4,9,14,94,11,3,12,11,9,48,56,6,4,10,10,10,16,78,3,7,4,10,13,41,42,2,2,0,7,7,24
7031,Chilón,387,42,33,18,77,60,157,307,31,37,10,48,53,128,239,19,25,7,64,48,76,160,13,26,15,24,26,56,155,12,20,17,26,25,55,159,14,13,13,36,33,50
7032,Escuintla,206,24,9,14,24,46,89,195,18,14,15,41,45,62,246,33,5,17,50,46,95,148,15,5,5,24,20,79,184,13,11,20,33,41,66,233,15,12,13,34,69,90
7033,Francisco León,1,0,0,0,0,1,0,3,0,0,0,0,1,2,1,0,0,0,0,0,1,7,1,0,1,0,0,5,3,0,0,0,0,0,3,3,0,1,0,1,0,1
7034,Frontera Comalapa,350,28,22,29,57,67,147,376,43,12,36,42,65,178,293,18,16,38,34,59,128,192,13,9,19,32,40,79,187,11,6,13,25,52,80,210,13,5,7,21,71,93
7035,Frontera Hidalgo,49,4,2,8,9,9,17,39,0,4,5,5,8,17,40,3,3,4,8,1,21,34,2,0,5,2,9,16,32,2,4,1,2,9,14,49,3,3,6,6,16,15
7036,La Grandeza,25,4,4,2,7,1,7,29,1,0,7,5,1,15,15,2,0,2,4,1,6,6,2,1,0,1,1,1,17,2,2,1,2,3,7,7,0,0,0,1,1,5
7037,Huehuetán,241,32,17,21,50,44,77,233,26,11,21,34,51,90,297,47,13,7,48,53,129,236,29,15,9,43,39,101,211,23,10,23,42,30,83,183,29,15,17,36,27,59
7038,Huixtán,11,0,3,1,1,1,5,16,1,4,5,1,1,4,13,1,1,3,2,0,6,11,2,1,2,2,0,4,16,0,2,1,3,2,8,29,2,1,2,4,6,14
7039,Huitiupán,26,1,3,6,6,0,10,30,1,1,6,4,4,14,26,1,7,1,3,2,12,26,1,6,4,6,1,8,14,0,0,5,4,1,4,23,1,0,7,2,7,6
7040,Huixtla,770,78,28,52,120,147,345,629,65,20,43,99,121,281,641,66,13,39,83,137,303,445,38,14,17,73,84,219,542,31,21,32,71,143,244,535,44,17,35,89,151,199
7041,La Independencia,31,2,4,0,3,1,21,1,0,1,0,0,0,0,4,0,0,1,1,0,2,2,0,0,0,0,0,2,30,2,0,1,5,4,18,15,0,0,2,0,4,9
7042,Ixhuatán,34,1,1,4,4,6,18,19,0,2,1,4,5,7,24,0,4,0,4,2,14,22,3,0,4,5,4,6,13,0,4,0,5,0,4,10,0,0,2,2,0,6
7043,Ixtacomitán,57,4,1,0,14,13,25,53,2,2,3,12,9,25,92,8,4,3,20,13,44,84,8,4,1,20,15,36,32,2,0,2,3,5,20,34,2,3,5,2,6,16
7044,Ixtapa,38,2,3,2,8,1,22,32,2,0,1,5,1,23,62,5,3,3,8,12,31,34,4,4,4,4,4,14,20,0,4,0,3,2,11,33,0,1,3,7,7,15
7045,Ixtapangajoya,13,2,2,1,2,0,6,25,2,2,2,1,1,17,19,2,1,2,5,2,7,23,3,0,0,7,4,9,16,1,1,1,3,2,8,11,0,3,0,0,5,3
7046,Jiquipilas,157,21,12,9,22,47,46,139,21,4,16,19,39,40,116,12,7,9,14,14,60,122,8,4,14,18,28,50,107,9,5,15,9,9,60,103,12,8,16,12,12,43
7047,Jitotol,34,3,3,0,10,1,17,34,0,3,5,7,3,16,27,2,3,5,2,2,13,45,1,2,1,5,9,27,42,2,3,2,4,12,19,20,0,0,2,2,2,14
7048,Juárez,99,8,7,10,16,23,35,67,7,3,13,11,9,24,108,15,6,10,16,29,32,125,18,7,2,15,45,38,107,8,8,5,22,22,42,116,8,4,13,8,39,44
7049,Larráinzar,3,0,0,1,0,1,1,12,0,3,1,0,3,5,7,0,1,4,2,0,0,13,1,2,3,3,2,2,12,0,0,4,3,2,3,14,0,0,2,4,4,4
7050,La Libertad,44,4,1,6,8,14,11,22,5,5,0,2,3,7,12,3,0,2,3,1,3,29,2,0,2,2,9,14,26,0,2,2,2,1,19,28,1,2,4,2,0,19
7051,Mapastepec,409,45,17,33,68,79,167,353,43,17,30,57,78,128,365,49,17,25,55,71,148,156,19,11,9,23,32,62,200,20,8,22,22,31,97,180,14,13,8,21,32,92
7052,Las Margaritas,168,7,12,3,18,14,114,149,4,10,2,12,8,113,191,14,11,5,7,22,132,125,6,8,9,10,27,65,120,5,19,6,7,19,64,134,8,12,11,15,15,73
7053,Mazapa de Madero,24,2,0,2,3,2,15,6,1,0,1,2,0,2,13,0,0,1,2,3,7,12,1,1,1,2,1,6,13,1,1,1,0,0,10,9,0,0,1,0,2,6
7054,Mazatán,303,34,14,29,51,44,131,202,20,9,11,32,49,81,235,28,11,12,47,52,85,235,34,9,16,61,48,67,94,6,8,14,12,28,26,134,15,14,11,24,16,54
7055,Metapa,28,2,5,1,2,6,12,31,4,1,1,8,5,12,41,6,2,4,8,6,15,21,1,2,2,2,4,10,15,2,1,3,3,3,3,16,0,0,2,4,2,8
7056,Mitontic,4,0,0,0,1,0,3,4,0,1,2,0,0,1,5,0,2,1,0,0,2,2,0,1,0,1,0,0,4,0,1,0,0,1,2,5,0,0,0,2,0,3
7057,Motozintla,430,46,10,35,48,61,230,296,25,9,38,48,48,128,322,22,9,32,46,60,153,260,16,6,13,35,44,146,155,4,8,11,16,40,76,134,1,7,14,19,27,66
7058,Nicolás Ruíz,2,0,0,0,0,1,1,2,0,1,1,0,0,0,5,0,1,1,0,0,3,0,0,0,0,0,0,0,2,0,0,0,1,0,1,0,0,0,0,0,0,0
7059,Ocosingo,429,40,27,29,69,80,184,554,56,26,38,98,75,261,450,43,20,25,52,86,224,765,68,44,40,105,190,318,464,39,31,32,51,80,231,523,23,42,28,70,121,239
7060,Ocotepec,7,0,0,0,1,0,6,6,0,0,2,0,1,3,4,1,0,0,2,0,1,7,0,0,1,2,0,4,9,0,1,1,3,0,4,22,2,1,1,4,1,13
7061,Ocozocoautla de Espinosa,207,22,17,34,39,46,49,198,26,7,41,32,38,54,293,40,13,41,29,70,100,240,17,15,27,35,50,96,276,33,17,21,44,82,79,243,23,14,33,30,72,71
7062,Ostuacán,101,4,12,11,18,24,32,95,6,7,5,20,16,41,84,5,7,5,23,16,28,58,5,5,9,12,6,21,68,4,4,7,14,5,34,82,5,5,2,15,14,41
7063,Osumacinta,0,0,0,0,0,0,0,1,0,0,0,1,0,0,3,0,1,1,0,0,1,6,0,0,1,0,1,4,3,0,0,1,1,0,1,4,0,0,0,1,1,2
7064,Oxchuc,45,3,3,6,11,5,17,33,2,3,4,4,1,19,53,4,4,7,11,4,23,41,0,10,4,7,3,17,62,6,6,3,8,8,31,66,4,4,5,11,9,33
7065,Palenque,959,70,43,66,128,298,354,1083,112,61,71,167,245,427,1188,117,68,87,193,264,459,817,59,32,46,100,243,337,707,43,40,34,75,236,279,769,52,35,43,84,232,323
7066,Pantelhó,26,1,6,4,3,4,8,11,0,2,2,1,2,4,8,0,0,2,4,0,2,31,3,1,3,9,3,12,27,1,2,7,7,4,6,41,4,0,8,8,5,16
7067,Pantepec,23,0,2,2,2,6,11,17,0,3,1,3,2,8,14,1,1,0,4,1,7,33,1,1,1,6,10,14,11,0,3,3,2,0,3,11,0,1,2,1,2,5
7068,Pichucalco,240,26,14,16,50,45,89,154,13,12,5,22,30,72,400,43,9,11,97,91,149,390,36,22,9,92,70,161,194,16,5,12,35,33,93,175,10,12,17,25,48,63
7069,Pijijiapan,338,44,18,30,73,73,100,252,21,22,30,33,50,96,319,33,20,18,48,67,133,140,17,14,12,17,26,54,234,11,12,14,30,48,119,177,9,9,15,29,43,72
7070,El Porvenir,62,5,1,8,9,10,29,54,15,2,4,14,6,13,41,3,2,9,10,4,13,26,5,4,1,3,1,12,17,1,1,1,4,2,8,30,2,1,4,3,2,18
7071,Villa Comaltitlán,189,12,12,16,26,43,80,153,17,8,11,26,30,61,210,32,6,15,32,49,76,129,9,8,7,18,38,49,113,13,10,11,20,17,42,100,6,5,14,15,32,28
7072,Pueblo Nuevo Solistahuacán,70,5,4,19,13,8,21,63,2,5,14,10,8,24,69,5,3,9,10,12,30,86,7,1,8,25,16,29,75,5,3,11,11,8,37,59,2,0,10,9,7,31
7073,Rayón,27,3,4,1,3,4,12,12,1,1,1,2,1,6,23,1,4,2,5,4,7,21,2,2,1,4,5,7,14,2,2,2,2,4,2,16,0,2,0,2,6,6
7074,Reforma,305,31,11,13,46,75,129,365,36,13,29,60,105,122,504,48,26,28,89,160,153,542,58,22,13,93,200,156,408,27,23,15,56,166,121,374,28,12,14,35,172,113
7075,Las Rosas,81,4,6,13,19,14,25,88,12,8,14,12,5,37,71,5,8,11,16,5,26,45,8,1,0,9,9,18,27,5,4,1,5,2,10,22,1,1,3,2,2,13
7076,Sabanilla,50,4,6,4,7,4,25,33,0,3,1,12,3,14,35,1,2,5,8,3,16,26,1,1,3,4,3,14,15,1,2,1,3,2,6,22,2,1,8,4,5,2
7077,Salto de Agua,124,8,13,14,16,19,54,151,15,13,10,23,27,63,67,7,13,13,10,7,17,6,0,2,0,1,0,3,33,0,3,1,13,5,11,71,3,5,5,11,8,39
7078,San Cristóbal de las Casas,1676,199,59,41,204,444,729,1748,211,64,51,215,417,790,2175,246,83,62,286,559,939,1345,126,67,25,187,355,585,943,55,33,34,124,316,381,1036,89,37,47,149,277,437
7079,San Fernando,77,8,4,3,14,12,36,88,10,6,3,9,16,44,94,4,5,3,13,25,44,75,5,6,1,11,19,33,47,9,5,1,2,11,19,69,3,4,5,4,13,40
7080,Siltepec,120,10,7,14,19,11,59,102,8,7,10,24,7,46,98,7,4,13,15,10,49,34,2,5,11,5,2,9,22,0,3,3,3,5,8,30,0,5,7,5,1,12
7081,Simojovel,92,9,7,17,23,11,25,47,0,9,15,6,2,15,84,4,7,11,13,8,41,61,2,5,11,10,3,30,79,3,5,5,12,15,39,62,4,3,10,13,9,23
7082,Sitalá,30,4,2,0,2,1,21,14,1,1,1,3,2,6,11,0,1,2,2,3,3,5,0,0,2,1,0,2,8,0,2,3,3,0,0,7,0,0,1,1,0,5
7083,Socoltenango,8,0,2,0,2,0,4,1,0,0,0,0,1,0,15,1,1,1,2,3,7,24,1,2,1,5,3,12,36,0,1,3,6,3,23,34,1,1,3,8,3,18
7084,Solosuchiapa,21,2,2,1,4,3,9,35,4,1,0,5,6,19,69,7,3,1,18,5,35,24,2,3,1,5,1,12,18,0,1,2,3,0,12,11,1,2,3,0,1,4
7085,Soyaló,22,2,1,1,7,0,11,21,2,0,1,2,2,14,30,4,0,2,4,4,16,20,1,2,0,4,1,12,21,1,2,0,1,4,13,23,0,3,0,1,2,17
7086,Suchiapa,54,10,5,4,9,11,15,107,16,7,6,17,22,39,131,20,4,3,19,26,59,88,10,2,2,16,14,44,81,7,2,6,17,5,44,97,14,4,2,17,13,47
7087,Suchiate,497,32,17,37,60,101,250,239,21,16,25,32,54,91,287,32,24,34,33,71,93,217,13,16,26,31,57,74,190,12,15,42,22,47,52,218,13,10,38,27,57,73
7088,Sunuapa,20,0,1,0,3,4,12,4,0,1,0,1,2,0,13,1,0,0,0,1,11,16,2,0,0,2,2,10,11,0,0,0,1,1,9,3,0,0,1,1,0,1
7089,Tapachula,5941,1010,134,250,973,1202,2372,5189,1019,117,174,785,1214,1880,4713,878,122,183,733,1113,1684,4248,679,114,154,574,1137,1590,3512,517,138,184,523,1009,1141,3355,465,103,161,476,1096,1054
7090,Tapalapa,35,2,0,4,14,4,11,25,0,1,2,8,3,11,21,1,1,2,4,3,10,26,4,3,0,6,0,13,22,2,2,3,8,1,6,16,1,3,1,2,2,7
7091,Tapilula,78,8,8,2,13,11,36,43,5,4,5,6,10,13,83,11,9,2,16,8,37,80,6,6,2,15,18,33,48,1,5,3,9,9,21,38,3,3,3,6,6,17
7092,Tecpatán,166,13,8,13,32,19,81,115,11,9,18,9,16,52,139,13,16,19,17,26,48,109,6,9,11,15,22,46,100,7,14,21,13,15,30,137,2,12,14,15,26,68
7093,Tenejapa,34,3,5,2,5,4,15,36,3,5,2,6,5,15,36,1,2,5,5,4,19,53,3,7,4,15,4,20,81,2,9,1,21,8,40,106,1,5,20,22,14,44
7094,Teopisca,72,5,5,7,12,9,34,89,7,5,13,12,8,44,93,12,4,5,23,14,35,59,5,1,13,12,7,21,38,1,2,1,3,4,27,47,4,0,3,11,6,23
7096,Tila,176,28,16,13,37,17,65,116,11,11,8,20,9,57,102,15,9,3,19,5,51,65,3,15,6,11,7,23,71,7,9,6,18,6,25,101,6,16,22,23,9,25
7097,Tonalá,688,60,30,35,89,153,321,800,82,34,36,101,200,347,897,88,45,36,119,195,414,550,59,22,23,65,152,229,604,61,21,18,75,154,275,1067,90,23,37,118,281,518
7098,Totolapa,14,0,1,3,2,3,5,9,1,0,0,2,1,5,1,0,0,1,0,0,0,3,0,0,0,0,0,3,6,0,0,1,1,2,2,11,3,1,1,1,1,4
7099,La Trinitaria,153,17,11,29,19,12,65,70,6,1,15,6,8,34,145,12,9,20,20,15,69,131,7,6,13,18,17,70,138,9,11,14,15,23,66,76,7,5,15,9,18,22
7100,Tumbalá,45,2,5,1,7,6,24,31,1,6,1,6,3,14,37,3,4,7,2,3,18,40,3,8,4,2,4,19,26,0,5,0,7,6,8,42,0,4,16,4,5,13
7101,Tuxtla Gutiérrez,7278,899,159,132,932,2410,2746,6710,794,261,168,740,2461,2286,7653,1001,230,190,880,2454,2898,6848,634,225,107,710,2432,2740,5221,550,275,159,521,1625,2091,7012,740,210,177,720,2716,2449
7102,Tuxtla Chico,292,50,15,23,46,41,117,335,55,15,13,58,62,132,292,52,12,23,46,58,101,171,23,7,20,22,25,74,117,12,13,21,21,13,37,106,7,14,19,22,12,32
7103,Tuzantán,149,12,11,8,21,31,66,127,15,6,11,14,13,68,159,16,10,13,33,22,65,121,16,6,10,17,23,49,83,11,5,14,9,12,32,30,1,3,9,5,7,5
7104,Tzimol,15,0,1,6,0,3,5,2,0,0,1,0,0,1,18,2,1,0,4,3,8,20,1,1,1,1,4,12,13,1,0,1,1,1,9,14,1,0,2,3,2,6
7105,Unión Juárez,31,3,0,3,5,7,13,21,1,0,2,2,6,10,16,1,1,0,5,2,7,19,0,3,1,5,4,6,37,6,3,4,8,5,11,11,1,0,1,3,3,3
7106,Venustiano Carranza,337,23,11,24,65,59,155,238,12,14,16,29,45,122,158,11,17,11,18,25,76,156,4,9,20,15,12,96,132,5,10,13,13,16,75,179,3,7,14,19,19,117
7107,Villa Corzo,256,26,17,24,33,49,107,172,7,11,30,22,28,74,177,13,10,29,29,21,75,203,10,8,23,31,34,97,177,11,13,13,34,15,91,177,8,12,14,16,21,106
7108,Villaflores,663,30,34,44,84,134,337,503,27,25,29,65,71,286,478,25,29,40,55,74,255,429,20,17,21,48,78,245,417,17,32,16,40,52,260,402,30,28,13,45,59,227
7109,Yajalón,214,27,12,12,38,26,99,130,13,7,9,21,19,61,144,12,12,17,13,26,64,118,8,10,4,13,24,59,78,9,7,4,10,23,25,100,4,7,21,13,28,27
7110,San Lucas,13,0,2,0,0,0,11,10,1,1,2,1,1,4,0,0,0,0,0,0,0,1,0,0,1,0,0,0,6,0,0,0,0,0,6,12,2,1,1,1,1,6
7111,Zinacantán,24,5,3,0,3,4,9,19,0,2,4,3,0,10,32,3,1,0,5,6,17,30,3,3,1,3,3,17,56,6,1,2,4,14,29,44,2,2,3,10,6,21
7112,San Juan Cancuc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,1,0,2,6,3,12,34,2,0,6,9,6,11
7113,Aldama,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,5,1,0,2,0,0,2
7114,Benemérito de las Américas,26,2,0,6,7,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,1,2,0,2,0,60,3,7,17,4,12,17,61,5,3,16,9,11,17
7115,Maravilla Tenejapa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,1,1,1,1,2,9,1,0,5,0,0,3
7116,Marqués de Comillas,4,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,1,5,2,0,2,17,0,0,3,3,1,10
7117,Montecristo de Guerrero,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,2,6,0,0,3,2,0,1
7118,San Andrés Duraznal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1,0,3,0,1,8,0,0,2,0,2,4
7119,Santiago el Pinar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,13,2,0,4,2,4,1
7996,No especificado,,,,,,,,20,0,0,1,0,15,4,2,0,0,0,0,2,0,,,,,,,,,,,,,,,0,0,0,0,0,0,0
7997,Otros estados,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7998,Otros municipios,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8001,Ahumada,111,15,1,3,15,53,24,146,10,7,10,32,47,40,191,15,7,14,24,90,41,132,13,1,14,9,81,14,131,10,4,18,14,62,23,180,12,4,18,13,107,26
8002,Aldama,281,50,9,4,31,97,90,305,68,8,3,28,128,70,218,19,10,4,13,125,47,515,64,8,13,30,336,64,322,56,12,10,21,157,66,482,56,7,18,21,300,80
8003,Allende,89,15,0,0,6,41,27,79,11,1,2,11,32,22,99,11,2,2,11,54,19,47,5,1,7,3,24,7,36,5,1,4,3,17,6,0,0,0,0,0,0,0
8004,Aquiles Serdán,0,0,0,0,0,0,0,ND,ND,ND,ND,ND,ND,ND,24,6,1,1,1,7,8,0,0,0,0,0,0,0,35,5,1,6,8,8,7,0,0,0,0,0,0,0
8005,Ascensión,464,67,11,14,52,197,123,520,58,13,12,33,257,147,526,57,10,10,34,282,133,388,29,9,39,29,206,76,335,17,13,26,32,180,67,288,22,6,40,14,126,80
8006,Bachíniva,29,2,0,1,2,11,13,50,12,2,1,3,22,10,77,21,1,6,7,26,16,25,1,1,1,2,10,10,25,5,0,9,4,2,5,9,3,0,0,0,5,1
8007,Balleza,142,23,5,14,17,43,40,118,15,1,6,21,41,34,155,20,10,16,19,51,39,98,13,5,17,7,35,21,74,2,7,19,9,16,21,100,12,2,25,6,30,25
8008,Batopilas,81,2,2,13,24,11,29,62,4,1,16,14,9,18,48,1,6,12,9,3,17,31,1,1,12,4,8,5,31,3,5,18,1,1,3,0,0,0,0,0,0,0
8009,Bocoyna,215,30,11,11,50,46,67,237,34,12,10,45,45,91,408,58,29,18,97,100,106,275,30,14,19,52,91,69,154,27,7,19,21,47,33,123,8,10,33,8,41,23
8010,Buenaventura,260,34,7,10,36,73,100,368,52,6,8,46,109,147,356,49,8,5,22,155,117,254,32,3,12,25,111,71,145,16,5,11,8,50,55,174,17,7,12,7,75,56
8011,Camargo,947,155,15,23,132,404,218,870,116,19,18,114,422,181,812,104,29,19,93,428,139,1080,166,16,23,110,649,116,1185,178,16,55,70,769,97,1564,128,17,72,56,1130,161
8012,Carichí,14,2,1,1,1,1,8,24,8,2,4,2,3,5,27,6,1,3,4,6,7,17,2,0,2,3,6,4,21,2,1,7,2,3,6,8,0,0,2,0,0,6
8013,Casas Grandes,136,17,1,3,16,56,43,144,22,1,3,16,66,36,145,17,0,7,13,81,27,85,10,1,6,6,29,33,64,8,2,7,6,9,32,0,0,0,0,0,0,0
8014,Coronado,0,0,0,0,0,0,0,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,3,0,0,1,1,0,1,0,0,0,0,0,0,0
8015,Coyame del Sotol,0,0,0,0,0,0,0,ND,ND,ND,ND,ND,ND,ND,0,0,0,0,0,0,0,ND,ND,ND,ND,ND,ND,ND,4,0,1,0,1,0,2,0,0,0,0,0,0,0
8016,La Cruz,0,0,0,0,0,0,0,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,15,3,0,1,3,5,3,0,0,0,0,0,0,0
8017,Cuauhtémoc,2437,498,43,46,291,981,578,2679,586,46,59,246,1064,678,3195,651,83,65,351,1335,710,2611,487,55,123,247,1211,488,1605,361,47,100,142,574,381,2069,341,68,132,133,821,574
8018,Cusihuiriachi,25,7,2,1,4,3,8,51,10,1,1,1,27,11,45,8,0,4,4,18,11,33,1,0,0,3,23,6,121,14,1,7,5,46,48,4,0,0,1,0,1,2
8019,Chihuahua,19047,3326,255,193,1795,9333,4145,19155,3041,263,173,1391,10929,3358,18098,2581,412,275,1176,10002,3652,18792,2647,316,425,1045,10431,3928,21085,2599,338,511,1127,12362,4148,22104,2433,415,851,1061,12853,4491
8020,Chínipas,15,0,0,7,2,0,6,26,0,0,10,2,4,10,34,2,1,10,10,4,7,19,1,2,8,4,2,2,33,2,1,10,4,7,9,27,0,0,11,5,4,7
8021,Delicias,2151,279,24,22,320,979,527,1944,211,41,17,241,1011,423,2683,297,56,31,287,1421,591,2575,290,56,30,207,1593,399,2160,234,38,59,138,1368,323,2951,217,51,88,121,2002,472
8022,Dr. Belisario Domínguez,16,4,0,1,0,2,9,20,4,1,0,3,10,2,4,0,0,1,1,0,2,21,2,0,6,5,7,1,10,2,1,2,2,0,3,11,2,0,2,0,0,7
8023,Galeana,0,0,0,0,0,0,0,ND,ND,ND,ND,ND,ND,ND,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,4,2,5,2,4,9,0,0,0,0,0,0,0
8024,Santa Isabel,54,5,0,0,8,23,18,61,15,0,5,12,14,15,9,1,0,1,6,0,1,91,18,1,12,14,32,14,105,26,1,23,15,26,14,82,13,0,3,14,32,20
8025,Gómez Farías,27,4,3,0,4,8,8,38,5,2,0,3,12,16,92,13,4,4,9,38,24,40,5,2,2,2,22,7,35,4,2,3,1,13,12,0,0,0,0,0,0,0
8026,Gran Morelos,23,4,0,2,8,5,4,25,6,0,1,6,8,4,0,0,0,0,0,0,0,28,6,0,4,4,10,4,17,5,0,6,1,4,1,23,6,0,4,3,3,7
8027,Guachochi,420,58,21,35,98,76,132,388,43,23,34,97,77,114,311,20,27,22,79,83,80,237,17,23,39,38,68,52,249,24,20,50,22,70,63,310,22,22,98,24,96,48
8028,Guadalupe,207,19,6,8,17,88,69,185,15,9,4,10,88,59,214,28,6,11,21,99,49,120,6,1,23,10,56,24,111,7,1,66,9,22,6,30,4,0,0,1,21,4
8029,Guadalupe y Calvo,296,26,9,49,62,84,66,275,17,6,49,57,70,76,225,12,13,58,52,50,40,192,11,4,71,26,55,25,260,10,6,97,38,60,49,219,13,6,91,24,45,40
8030,Guazapares,48,7,3,7,7,14,10,51,3,4,6,8,12,18,45,4,4,4,12,13,8,37,4,0,15,7,4,7,25,0,1,17,1,1,5,46,2,0,26,2,10,6
8031,Guerrero,399,68,7,25,35,137,127,456,69,9,20,40,200,118,330,39,8,12,34,151,86,367,47,11,27,22,193,67,402,60,11,54,51,138,88,365,25,9,41,19,180,91
8032,Hidalgo del Parral,1779,294,24,22,177,769,493,1964,293,38,20,199,964,450,1921,248,27,16,116,1223,291,2016,254,45,51,142,1253,271,1524,168,32,49,120,840,315,2301,244,44,130,201,1281,401
8033,Huejotitán,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,1,0,0,5,0,0,0,0,0,0,0
8034,Ignacio Zaragoza,72,8,2,3,12,28,19,76,10,0,5,3,41,17,99,14,3,1,13,41,27,29,3,2,3,2,15,4,24,5,1,1,2,8,7,17,1,0,1,2,7,6
8035,Janos,106,23,4,9,16,30,24,154,27,3,4,17,71,32,139,27,1,10,16,64,21,131,18,5,16,8,65,19,99,11,0,18,11,34,25,77,5,3,17,2,29,21
8036,Jiménez,669,91,6,19,52,355,146,722,108,13,17,56,384,144,585,68,22,10,47,327,111,556,72,5,26,58,298,97,574,78,10,18,31,376,61,631,76,10,44,36,387,78
8037,Juárez,32958,3405,668,320,5818,15972,6775,32415,3150,700,315,5105,16995,6150,35302,2779,788,401,4452,21321,5561,33862,3467,626,1372,1964,21334,5099,29726,2684,648,2000,1971,17338,5085,32576,2315,629,2545,1487,19643,5957
8038,Julimes,0,0,0,0,0,0,0,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,45,5,3,6,3,18,10,0,0,0,0,0,0,0
8039,López,0,0,0,0,0,0,0,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,11,1,0,0,2,5,3,0,0,0,0,0,0,0
8040,Madera,276,45,2,8,48,65,108,262,30,6,11,33,105,77,335,32,17,14,36,128,108,234,20,10,29,17,92,66,165,20,3,27,11,43,61,280,26,10,24,18,109,93
8041,Maguarichi,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,5,0,0,3,0,0,0,0,0,0,0
